"MSTI_VAR","MSTI Variables","COU","Country","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","ZAF","South Africa","2015","2015","USD","US Dollar","6","Millions",,,5816.70631854072,,
"G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","TWN","Chinese Taipei","2015","2015","USD","US Dollar","6","Millions",,,33847.6739613055,,
"G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","OECD","OECD - Total","2015","2015","USD","US Dollar","6","Millions",,,1240352.09297185,"e","Estimated value"
"G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","EU15","European Union (15 countries)","2015","2015","USD","US Dollar","6","Millions",,,355898.656055585,"e","Estimated value"
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","AUS","Australia","2015","2015","NATCUR","National currency","6","Millions",,,31179,"e","Estimated value"
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","AUT","Austria","2015","2015","NATCUR","National currency","6","Millions",,,10499.146,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","BEL","Belgium","2015","2015","NATCUR","National currency","6","Millions",,,10118.2,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","CAN","Canada","2015","2015","NATCUR","National currency","6","Millions",,,33703,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","CZE","Czech Republic","2015","2015","NATCUR","National currency","6","Millions",,,88663.39,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","DNK","Denmark","2015","2015","NATCUR","National currency","6","Millions",,,62210,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","FIN","Finland","2015","2015","NATCUR","National currency","6","Millions",,,6070.9,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","FRA","France","2015","2015","NATCUR","National currency","6","Millions",,,49839.13,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","DEU","Germany","2015","2015","NATCUR","National currency","6","Millions",,,88781.819,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","GRC","Greece","2015","2015","NATCUR","National currency","6","Millions",,,1703.82,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","HUN","Hungary","2015","2015","NATCUR","National currency","6","Millions",,,468389.7,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","ISL","Iceland","2015","2015","NATCUR","National currency","6","Millions",,,50408.6,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","IRL","Ireland","2015","2015","NATCUR","National currency","6","Millions",,,3108.4501086075,"e","Estimated value"
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","ITA","Italy","2015","2015","NATCUR","National currency","6","Millions",,,22157,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","JPN","Japan","2015","2015","NATCUR","National currency","6","Millions",,,17436052,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","KOR","Korea","2015","2015","NATCUR","National currency","6","Millions",,,65959371.727,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","LUX","Luxembourg","2015","2015","NATCUR","National currency","6","Millions",,,662.3,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","MEX","Mexico","2015","2015","NATCUR","National currency","6","Millions",,,97166.207807344,"e; p","Estimated value; Provisional value"
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","NLD","Netherlands","2015","2015","NATCUR","National currency","6","Millions",,,13695.788,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","NZL","New Zealand","2015","2015","NATCUR","National currency","6","Millions",,,3136,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","NOR","Norway","2015","2015","NATCUR","National currency","6","Millions",,,60209.2,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","POL","Poland","2015","2015","NATCUR","National currency","6","Millions",,,18060.7,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","PRT","Portugal","2015","2015","NATCUR","National currency","6","Millions",,,2234.37,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","SVK","Slovak Republic","2015","2015","NATCUR","National currency","6","Millions",,,927.272,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","ESP","Spain","2015","2015","NATCUR","National currency","6","Millions",,,13172,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","SWE","Sweden","2015","2015","NATCUR","National currency","6","Millions",,,137146,"v","The sum of the breakdown does not add to the total"
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","CHE","Switzerland","2015","2015","NATCUR","National currency","6","Millions",,,22058.974,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","TUR","Turkey","2015","2015","NATCUR","National currency","6","Millions",,,20615.248,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","GBR","United Kingdom","2015","2015","NATCUR","National currency","6","Millions",,,31626,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","USA","United States","2015","2015","NATCUR","National currency","6","Millions",,,495098,"d","Definition differs"
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","ARG","Argentina","2015","2015","NATCUR","National currency","6","Millions",,,36831.089997114,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","CHL","Chile","2015","2015","NATCUR","National currency","6","Millions",,,607462.84501,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","CHN","China (People's Republic of)","2015","2015","NATCUR","National currency","6","Millions",,,1416988.461,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","EST","Estonia","2015","2015","NATCUR","National currency","6","Millions",,,302.82,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","ISR","Israel","2015","2015","NATCUR","National currency","6","Millions",,,49723.8,"d","Definition differs"
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","ROU","Romania","2015","2015","NATCUR","National currency","6","Millions",,,3476.933,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","RUS","Russia","2015","2015","NATCUR","National currency","6","Millions",,,914669.1,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","SGP","Singapore","2015","2015","NATCUR","National currency","6","Millions",,,9239.47,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","SVN","Slovenia","2015","2015","NATCUR","National currency","6","Millions",,,853.067,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","ZAF","South Africa","2015","2015","NATCUR","National currency","6","Millions",,,32336.679,,
"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","TWN","Chinese Taipei","2015","2015","NATCUR","National currency","6","Millions",,,513096.88957943,,
"G_XGDP","GERD as a percentage of GDP","AUS","Australia","2015","2015","PC","Percentage","0","Units",,,1.87561246606434,"e","Estimated value"
"G_XGDP","GERD as a percentage of GDP","AUT","Austria","2015","2015","PC","Percentage","0","Units",,,3.04978546499838,,
"G_XGDP","GERD as a percentage of GDP","BEL","Belgium","2015","2015","PC","Percentage","0","Units",,,2.46123413930388,,
"G_XGDP","GERD as a percentage of GDP","CAN","Canada","2015","2015","PC","Percentage","0","Units",,,1.69324455559804,,
"G_XGDP","GERD as a percentage of GDP","CZE","Czech Republic","2015","2015","PC","Percentage","0","Units",,,1.92923360393648,,
"G_XGDP","GERD as a percentage of GDP","DNK","Denmark","2015","2015","PC","Percentage","0","Units",,,3.05496681326841,,
"G_XGDP","GERD as a percentage of GDP","FIN","Finland","2015","2015","PC","Percentage","0","Units",,,2.89156569120561,,
"G_XGDP","GERD as a percentage of GDP","FRA","France","2015","2015","PC","Percentage","0","Units",,,2.26703077466121,,
"G_XGDP","GERD as a percentage of GDP","DEU","Germany","2015","2015","PC","Percentage","0","Units",,,2.91196771908189,,
"G_XGDP","GERD as a percentage of GDP","GRC","Greece","2015","2015","PC","Percentage","0","Units",,,0.96120715500764,,
"G_XGDP","GERD as a percentage of GDP","HUN","Hungary","2015","2015","PC","Percentage","0","Units",,,1.36244577076072,,
"G_XGDP","GERD as a percentage of GDP","ISL","Iceland","2015","2015","PC","Percentage","0","Units",,,2.19746061138907,,
"G_XGDP","GERD as a percentage of GDP","IRL","Ireland","2015","2015","PC","Percentage","0","Units",,,1.18432418246274,"e","Estimated value"
"G_XGDP","GERD as a percentage of GDP","ITA","Italy","2015","2015","PC","Percentage","0","Units",,,1.34115342947768,,
"G_XGDP","GERD as a percentage of GDP","JPN","Japan","2015","2015","PC","Percentage","0","Units",,,3.28164920637251,,
"G_XGDP","GERD as a percentage of GDP","KOR","Korea","2015","2015","PC","Percentage","0","Units",,,4.21701706156399,,
"G_XGDP","GERD as a percentage of GDP","LUX","Luxembourg","2015","2015","PC","Percentage","0","Units",,,1.28405319543705,,
"G_XGDP","GERD as a percentage of GDP","MEX","Mexico","2015","2015","PC","Percentage","0","Units",,,0.52376584727987,"e; p","Estimated value; Provisional value"
"G_XGDP","GERD as a percentage of GDP","NLD","Netherlands","2015","2015","PC","Percentage","0","Units",,,1.98487379856466,,
"G_XGDP","GERD as a percentage of GDP","NZL","New Zealand","2015","2015","PC","Percentage","0","Units",,,1.23410149855182,,
"G_XGDP","GERD as a percentage of GDP","NOR","Norway","2015","2015","PC","Percentage","0","Units",,,1.93094804683341,,
"G_XGDP","GERD as a percentage of GDP","POL","Poland","2015","2015","PC","Percentage","0","Units",,,1.00324514450392,,
"G_XGDP","GERD as a percentage of GDP","PRT","Portugal","2015","2015","PC","Percentage","0","Units",,,1.2426348191652,,
"G_XGDP","GERD as a percentage of GDP","SVK","Slovak Republic","2015","2015","PC","Percentage","0","Units",,,1.17171164858578,,
"G_XGDP","GERD as a percentage of GDP","ESP","Spain","2015","2015","PC","Percentage","0","Units",,,1.21831542826488,,
"G_XGDP","GERD as a percentage of GDP","SWE","Sweden","2015","2015","PC","Percentage","0","Units",,,3.26418175417936,"v","The sum of the breakdown does not add to the total"
"G_XGDP","GERD as a percentage of GDP","CHE","Switzerland","2015","2015","PC","Percentage","0","Units",,,3.37160221904505,,
"G_XGDP","GERD as a percentage of GDP","TUR","Turkey","2015","2015","PC","Percentage","0","Units",,,0.88150300773803,,
"G_XGDP","GERD as a percentage of GDP","GBR","United Kingdom","2015","2015","PC","Percentage","0","Units",,,1.66817962917737,,
"G_XGDP","GERD as a percentage of GDP","USA","United States","2015","2015","PC","Percentage","0","Units",,,2.7174374510718,"d","Definition differs"
"G_XGDP","GERD as a percentage of GDP","ARG","Argentina","2015","2015","PC","Percentage","0","Units",,,0.61854097910637,,
"G_XGDP","GERD as a percentage of GDP","CHL","Chile","2015","2015","PC","Percentage","0","Units",,,0.38072710568745,,
"G_XGDP","GERD as a percentage of GDP","CHN","China (People's Republic of)","2015","2015","PC","Percentage","0","Units",,,2.0656022256207,,
"G_XGDP","GERD as a percentage of GDP","EST","Estonia","2015","2015","PC","Percentage","0","Units",,,1.46629803876512,,
"G_XGDP","GERD as a percentage of GDP","ISR","Israel","2015","2015","PC","Percentage","0","Units",,,4.25761248845836,"d","Definition differs"
"G_XGDP","GERD as a percentage of GDP","ROU","Romania","2015","2015","PC","Percentage","0","Units",,,0.48793046976106,,
"G_XGDP","GERD as a percentage of GDP","RUS","Russia","2015","2015","PC","Percentage","0","Units",,,1.09893106522767,,
"G_XGDP","GERD as a percentage of GDP","SGP","Singapore","2015","2015","PC","Percentage","0","Units",,,2.19440868693682,,
"G_XGDP","GERD as a percentage of GDP","SVN","Slovenia","2015","2015","PC","Percentage","0","Units",,,2.19504268448926,,
"G_XGDP","GERD as a percentage of GDP","ZAF","South Africa","2015","2015","PC","Percentage","0","Units",,,0.79845934933,,
"G_XGDP","GERD as a percentage of GDP","TWN","Chinese Taipei","2015","2015","PC","Percentage","0","Units",,,3.05948951102985,,
"G_XGDP","GERD as a percentage of GDP","OECD","OECD - Total","2015","2015","PC","Percentage","0","Units",,,2.34397123470763,"e","Estimated value"
"G_XGDP","GERD as a percentage of GDP","EU15","European Union (15 countries)","2015","2015","PC","Percentage","0","Units",,,2.09301771320358,"e","Estimated value"
"G_PPPCT","GERD at constant prices and PPP $","AUS","Australia","2015","2015","USD","US Dollar","6","Millions","2010","2010",20362.3284112737,"e","Estimated value"
"G_PPPCT","GERD at constant prices and PPP $","AUT","Austria","2015","2015","USD","US Dollar","6","Millions","2010","2010",11306.5471409518,,
"G_PPPCT","GERD at constant prices and PPP $","BEL","Belgium","2015","2015","USD","US Dollar","6","Millions","2010","2010",11312.5860658261,,
"G_PPPCT","GERD at constant prices and PPP $","CAN","Canada","2015","2015","USD","US Dollar","6","Millions","2010","2010",25691.6726928148,,
"G_PPPCT","GERD at constant prices and PPP $","CZE","Czech Republic","2015","2015","USD","US Dollar","6","Millions","2010","2010",6076.36690312047,,
"G_PPPCT","GERD at constant prices and PPP $","DNK","Denmark","2015","2015","USD","US Dollar","6","Millions","2010","2010",7769.62523196214,,
"G_PPPCT","GERD at constant prices and PPP $","FIN","Finland","2015","2015","USD","US Dollar","6","Millions","2010","2010",6020.01226170192,,
"G_PPPCT","GERD at constant prices and PPP $","FRA","France","2015","2015","USD","US Dollar","6","Millions","2010","2010",55700.940301999,,
"G_PPPCT","GERD at constant prices and PPP $","DEU","Germany","2015","2015","USD","US Dollar","6","Millions","2010","2010",101548.32844044,,
"G_PPPCT","GERD at constant prices and PPP $","GRC","Greece","2015","2015","USD","US Dollar","6","Millions","2010","2010",2459.79478375436,,
"G_PPPCT","GERD at constant prices and PPP $","HUN","Hungary","2015","2015","USD","US Dollar","6","Millions","2010","2010",3232.37192102205,,
"G_PPPCT","GERD at constant prices and PPP $","ISL","Iceland","2015","2015","USD","US Dollar","6","Millions","2010","2010",317.855953216703,,
"G_PPPCT","GERD at constant prices and PPP $","IRL","Ireland","2015","2015","USD","US Dollar","6","Millions","2010","2010",3351.46161779653,"e","Estimated value"
"G_PPPCT","GERD at constant prices and PPP $","ITA","Italy","2015","2015","USD","US Dollar","6","Millions","2010","2010",27010.397222589,,
"G_PPPCT","GERD at constant prices and PPP $","JPN","Japan","2015","2015","USD","US Dollar","6","Millions","2010","2010",154487.803739508,,
"G_PPPCT","GERD at constant prices and PPP $","KOR","Korea","2015","2015","USD","US Dollar","6","Millions","2010","2010",73558.6086596645,,
"G_PPPCT","GERD at constant prices and PPP $","LUX","Luxembourg","2015","2015","USD","US Dollar","6","Millions","2010","2010",639.720754995545,,
"G_PPPCT","GERD at constant prices and PPP $","MEX","Mexico","2015","2015","USD","US Dollar","6","Millions","2010","2010",10544.6396685183,"e; p","Estimated value; Provisional value"
"G_PPPCT","GERD at constant prices and PPP $","NLD","Netherlands","2015","2015","USD","US Dollar","6","Millions","2010","2010",15418.0904400102,,
"G_PPPCT","GERD at constant prices and PPP $","NZL","New Zealand","2015","2015","USD","US Dollar","6","Millions","2010","2010",1943.68107913258,,
"G_PPPCT","GERD at constant prices and PPP $","NOR","Norway","2015","2015","USD","US Dollar","6","Millions","2010","2010",5789.24179972827,,
"G_PPPCT","GERD at constant prices and PPP $","POL","Poland","2015","2015","USD","US Dollar","6","Millions","2010","2010",9324.52787191253,,
"G_PPPCT","GERD at constant prices and PPP $","PRT","Portugal","2015","2015","USD","US Dollar","6","Millions","2010","2010",3433.54279607192,,
"G_PPPCT","GERD at constant prices and PPP $","SVK","Slovak Republic","2015","2015","USD","US Dollar","6","Millions","2010","2010",1790.5768670804,,
"G_PPPCT","GERD at constant prices and PPP $","ESP","Spain","2015","2015","USD","US Dollar","6","Millions","2010","2010",17980.3749691163,,
"G_PPPCT","GERD at constant prices and PPP $","SWE","Sweden","2015","2015","USD","US Dollar","6","Millions","2010","2010",14156.1537659792,"v","The sum of the breakdown does not add to the total"
"G_PPPCT","GERD at constant prices and PPP $","CHE","Switzerland","2015","2015","USD","US Dollar","6","Millions","2010","2010",15205.967084023,,
"G_PPPCT","GERD at constant prices and PPP $","TUR","Turkey","2015","2015","USD","US Dollar","6","Millions","2010","2010",15657.9763447032,,
"G_PPPCT","GERD at constant prices and PPP $","GBR","United Kingdom","2015","2015","USD","US Dollar","6","Millions","2010","2010",41806.8357532355,,
"G_PPPCT","GERD at constant prices and PPP $","USA","United States","2015","2015","USD","US Dollar","6","Millions","2010","2010",454096.250295412,"d","Definition differs"
"G_PPPCT","GERD at constant prices and PPP $","ARG","Argentina","2015","2015","USD","US Dollar","6","Millions","2010","2010",5030.11987079428,,
"G_PPPCT","GERD at constant prices and PPP $","CHL","Chile","2015","2015","USD","US Dollar","6","Millions","2010","2010",1428.23722775837,,
"G_PPPCT","GERD at constant prices and PPP $","CHN","China (People's Republic of)","2015","2015","USD","US Dollar","6","Millions","2010","2010",375751.26974518,,
"G_PPPCT","GERD at constant prices and PPP $","EST","Estonia","2015","2015","USD","US Dollar","6","Millions","2010","2010",505.393254840599,,
"G_PPPCT","GERD at constant prices and PPP $","ISR","Israel","2015","2015","USD","US Dollar","6","Millions","2010","2010",11179.7921462756,"d","Definition differs"
"G_PPPCT","GERD at constant prices and PPP $","ROU","Romania","2015","2015","USD","US Dollar","6","Millions","2010","2010",1940.56152147674,,
"G_PPPCT","GERD at constant prices and PPP $","RUS","Russia","2015","2015","USD","US Dollar","6","Millions","2010","2010",37307.994365708,,
"G_PPPCT","GERD at constant prices and PPP $","SGP","Singapore","2015","2015","USD","US Dollar","6","Millions","2010","2010",9799.7391168291,,
"G_PPPCT","GERD at constant prices and PPP $","SVN","Slovenia","2015","2015","USD","US Dollar","6","Millions","2010","2010",1272.4283358709,,
"G_PPPCT","GERD at constant prices and PPP $","ZAF","South Africa","2015","2015","USD","US Dollar","6","Millions","2010","2010",5349.38981610985,,
"G_PPPCT","GERD at constant prices and PPP $","TWN","Chinese Taipei","2015","2015","USD","US Dollar","6","Millions","2010","2010",31044.7343351248,,
"G_PPPCT","GERD at constant prices and PPP $","OECD","OECD - Total","2015","2015","USD","US Dollar","6","Millions","2010","2010",1133453.96246042,"e","Estimated value"
"G_PPPCT","GERD at constant prices and PPP $","EU15","European Union (15 countries)","2015","2015","USD","US Dollar","6","Millions","2010","2010",319985.702352496,"e","Estimated value"
"G_GRO","GERD, compound annual growth rate (constant prices)","AUS","Australia","2015","2015","GRWH","Growth rate","0","Units",,,-2.903396370857,"e","Estimated value"
"G_GRO","GERD, compound annual growth rate (constant prices)","AUT","Austria","2015","2015","GRWH","Growth rate","0","Units",,,0.01158078261991,,
"G_GRO","GERD, compound annual growth rate (constant prices)","BEL","Belgium","2015","2015","GRWH","Growth rate","0","Units",,,4.89068918640348,,
"G_GRO","GERD, compound annual growth rate (constant prices)","CAN","Canada","2015","2015","GRWH","Growth rate","0","Units",,,-0.5397004120368,,
"G_GRO","GERD, compound annual growth rate (constant prices)","CZE","Czech Republic","2015","2015","GRWH","Growth rate","0","Units",,,2.98117285024009,,
"G_GRO","GERD, compound annual growth rate (constant prices)","DNK","Denmark","2015","2015","GRWH","Growth rate","0","Units",,,7.29007534274189,,
"G_GRO","GERD, compound annual growth rate (constant prices)","FIN","Finland","2015","2015","GRWH","Growth rate","0","Units",,,-8.3066583809987,,
"G_GRO","GERD, compound annual growth rate (constant prices)","FRA","France","2015","2015","GRWH","Growth rate","0","Units",,,0.71813569424508,,
"G_GRO","GERD, compound annual growth rate (constant prices)","DEU","Germany","2015","2015","GRWH","Growth rate","0","Units",,,3.33790209033853,,
"G_GRO","GERD, compound annual growth rate (constant prices)","GRC","Greece","2015","2015","GRWH","Growth rate","0","Units",,,14.844807037253,,
"G_GRO","GERD, compound annual growth rate (constant prices)","HUN","Hungary","2015","2015","GRWH","Growth rate","0","Units",,,4.20290644329995,,
"G_GRO","GERD, compound annual growth rate (constant prices)","ISL","Iceland","2015","2015","GRWH","Growth rate","0","Units",,,18.1563757018324,,
"G_GRO","GERD, compound annual growth rate (constant prices)","IRL","Ireland","2015","2015","GRWH","Growth rate","0","Units",,,-2.472851597655,"e","Estimated value"
"G_GRO","GERD, compound annual growth rate (constant prices)","ITA","Italy","2015","2015","GRWH","Growth rate","0","Units",,,0.78459816897682,,
"G_GRO","GERD, compound annual growth rate (constant prices)","JPN","Japan","2015","2015","GRWH","Growth rate","0","Units",,,-2.3068326163975,,
"G_GRO","GERD, compound annual growth rate (constant prices)","KOR","Korea","2015","2015","GRWH","Growth rate","0","Units",,,1.071140602881,,
"G_GRO","GERD, compound annual growth rate (constant prices)","LUX","Luxembourg","2015","2015","GRWH","Growth rate","0","Units",,,5.56151797323974,,
"G_GRO","GERD, compound annual growth rate (constant prices)","MEX","Mexico","2015","2015","GRWH","Growth rate","0","Units",,,2.00261434084408,"e; p","Estimated value; Provisional value"
"G_GRO","GERD, compound annual growth rate (constant prices)","NLD","Netherlands","2015","2015","GRWH","Growth rate","0","Units",,,2.43376575866718,,
"G_GRO","GERD, compound annual growth rate (constant prices)","NZL","New Zealand","2015","2015","GRWH","Growth rate","0","Units",,,7.39668542185947,,
"G_GRO","GERD, compound annual growth rate (constant prices)","NOR","Norway","2015","2015","GRWH","Growth rate","0","Units",,,9.51148955653545,,
"G_GRO","GERD, compound annual growth rate (constant prices)","POL","Poland","2015","2015","GRWH","Growth rate","0","Units",,,10.851779313711,,
"G_GRO","GERD, compound annual growth rate (constant prices)","PRT","Portugal","2015","2015","GRWH","Growth rate","0","Units",,,-1.8958634673026,,
